5780.000 0.000277747
5781.226 0.000364374
5782.452 0.000451002
5783.678 0.00053763
5784.904 0.000624257
5786.131 0.000710885
5787.357 0.000797512
5788.583 0.00088414
5789.809 0.000970767
5791.035 0.0010574
5792.261 0.00114402
5793.487 0.00123065
5794.714 0.00131737
5795.940 0.00140741
5797.166 0.00151837
5798.392 0.00168553
5799.618 0.00193153
5800.844 0.00223843
5802.070 0.0025702
5803.297 0.00290649
5804.523 0.00324296
5805.749 0.00357943
5806.975 0.0039159
5808.201 0.00425237
5809.427 0.00458902
5810.653 0.00493998
5811.879 0.00540995
5813.105 0.00626091
5814.332 0.00772871
5815.558 0.00974432
5816.784 0.0120223
5818.010 0.0143596
5819.236 0.0167007
5820.462 0.0190419
5821.688 0.021383
5822.915 0.0237242
5824.141 0.0260653
5825.367 0.0284086
5826.593 0.0308253
5827.819 0.0337087
5829.045 0.0378522
5830.271 0.0437706
5831.498 0.051065
5832.724 0.0589239
5833.950 0.0668858
5835.176 0.074852
5836.402 0.0828181
5837.628 0.0907842
5838.854 0.0987523
5840.080 0.106746
5841.306 0.114845
5842.533 0.123152
5843.759 0.131683
5844.985 0.140345
5846.211 0.149045
5847.437 0.15775
5848.663 0.166455
5849.889 0.175159
5851.116 0.183835
5852.342 0.192259
5853.568 0.19986
5854.794 0.206095
5856.020 0.21109
5857.246 0.215427
5858.472 0.219311
5859.699 0.222368
5860.925 0.224302
5862.151 0.225387
5863.377 0.226132
5864.603 0.226796
5865.829 0.227353
5867.055 0.227692
5868.281 0.227782
5869.507 0.227715
5870.734 0.2276
5871.960 0.227478
5873.186 0.227356
5874.412 0.227234
5875.638 0.227112
5876.864 0.22699
5878.090 0.226868
5879.317 0.226746
5880.543 0.226624
5881.769 0.226502
5882.995 0.22638
5884.221 0.226263
5885.447 0.226159
5886.673 0.226076
5887.900 0.226013
5889.126 0.225959
5890.352 0.225906
5891.578 0.225854
5892.804 0.225801
5894.030 0.225749
5895.256 0.225697
5896.482 0.225644
5897.708 0.225586
5898.935 0.225501
5900.161 0.225359
5901.387 0.22515
5902.613 0.224898
5903.839 0.224632
5905.065 0.224364
5906.292 0.224096
5907.518 0.223828
5908.744 0.22356
5909.970 0.223292
5911.196 0.223024
5912.422 0.22276
5913.648 0.222514
5914.874 0.22232
5916.100 0.2222
5917.327 0.222138
5918.553 0.222098
5919.779 0.222063
5921.005 0.222028
5922.231 0.221993
5923.457 0.221958
5924.683 0.221924
5925.910 0.221878
5927.136 0.221705
5928.362 0.221042
5929.588 0.219452
5930.814 0.216912
5932.040 0.213841
5933.266 0.210623
5934.493 0.207391
5935.719 0.204158
5936.945 0.200926
5938.171 0.197694
5939.397 0.194461
5940.623 0.19121
5941.849 0.187777
5943.075 0.183704
5944.301 0.178509
5945.528 0.172246
5946.754 0.165429
5947.980 0.158474
5949.206 0.151507
5950.432 0.14454
5951.658 0.137574
5952.884 0.130616
5954.111 0.12372
5955.337 0.117005
5956.563 0.110558
5957.789 0.104333
5959.015 0.0982036
5960.241 0.0920941
5961.467 0.0859855
5962.694 0.079877
5963.920 0.0737684
5965.146 0.0676653
5966.372 0.0616445
5967.598 0.055988
5968.824 0.0510903
5970.050 0.0470451
5971.276 0.0435247
5972.502 0.0401672
5973.729 0.0368291
5974.955 0.0334913
5976.181 0.0301534
5977.407 0.0268156
5978.633 0.0234778
5979.859 0.0201465
5981.085 0.0168976
5982.312 0.0139802
5983.538 0.0117062
5984.764 0.0101104
5985.990 0.00890573
5987.216 0.00781735
5988.442 0.00677867
5989.668 0.0058701
5990.895 0.00518365
5992.121 0.00470496
5993.347 0.00433163
5994.573 0.00398392
5995.799 0.00363816
5997.025 0.00329306
5998.251 0.00295647
5999.477 0.00265472
6000.703 0.00242137
6001.930 0.00226079
6003.156 0.00214258
6004.382 0.00203666
6005.608 0.00193205
6006.834 0.00182745
6008.060 0.00172285
6009.286 0.00161825
6010.513 0.00151365
6011.739 0.00140905
6012.965 0.00130445
6014.191 0.00119984
6015.417 0.00109524
6016.643 0.000990642
6017.869 0.00088604
6019.096 0.000781439
6020.322 0.000676838
6021.548 0.000572237
6022.774 0.000467636
6024.000 0.000363034
